[BOOT] M2M post-only binance ↔ kucoin ETH/USDC
[SNAP] {'binance': {'USDC': 24.987513305446793, 'BTC': 0.002205411651549825}, 'kucoin': {'USDC': 249.96999800029994, 'BTC': 7.099926369351147e-05}}
[EDGE] AB=-2.59bps BA=0.20bps | A=None | B=None
[EDGE] AB=0.53bps BA=-0.54bps | A=None | B=None
[EDGE] AB=-0.85bps BA=0.84bps | A=None | B=None
[EDGE] AB=-0.85bps BA=0.84bps | A=None | B=None
[EDGE] AB=-0.55bps BA=0.54bps | A=None | B=None
[EDGE] AB=2.45bps BA=-2.46bps | A=None | B=None
[EDGE] AB=0.12bps BA=-0.13bps | A=None | B=None
[EDGE] AB=0.87bps BA=-0.88bps | A=None | B=None
[EDGE] AB=-1.35bps BA=1.34bps | A=None | B=None
[EDGE] AB=1.72bps BA=-1.73bps | A=None | B=None
[EDGE] AB=0.00bps BA=-0.01bps | A=None | B=None
[EDGE] AB=0.96bps BA=-0.97bps | A=None | B=None
[EDGE] AB=0.41bps BA=-0.43bps | A=None | B=None
[EDGE] AB=-0.04bps BA=0.03bps | A=None | B=None
[EDGE] AB=-0.04bps BA=0.03bps | A=None | B=None
[EDGE] AB=-0.04bps BA=0.03bps | A=None | B=None
[EDGE] AB=-0.04bps BA=0.03bps | A=None | B=None
[EDGE] AB=-0.04bps BA=0.03bps | A=None | B=None
[EDGE] AB=-0.04bps BA=0.03bps | A=None | B=None
[EDGE] AB=-0.04bps BA=0.03bps | A=None | B=None
[EDGE] AB=-0.48bps BA=0.47bps | A=None | B=None
[EDGE] AB=0.52bps BA=-0.53bps | A=None | B=None
[EDGE] AB=0.23bps BA=-0.24bps | A=None | B=None
[EDGE] AB=0.23bps BA=-0.24bps | A=None | B=None
[EDGE] AB=-0.75bps BA=0.74bps | A=None | B=None
[EDGE] AB=-0.75bps BA=0.74bps | A=None | B=None
[EDGE] AB=0.02bps BA=-0.03bps | A=None | B=None
[EDGE] AB=0.02bps BA=-0.03bps | A=None | B=None
[EDGE] AB=0.02bps BA=-0.03bps | A=None | B=None
[EDGE] AB=0.02bps BA=-0.03bps | A=None | B=None
[EDGE] AB=0.02bps BA=-0.03bps | A=None | B=None
[EDGE] AB=0.02bps BA=-0.03bps | A=None | B=None
[EDGE] AB=0.64bps BA=-0.65bps | A=None | B=None
[EDGE] AB=0.64bps BA=-0.65bps | A=None | B=None
[EDGE] AB=0.64bps BA=-0.65bps | A=None | B=None
[EDGE] AB=0.64bps BA=-0.65bps | A=None | B=None
[EDGE] AB=1.19bps BA=-1.20bps | A=None | B=None
[EDGE] AB=1.19bps BA=-1.20bps | A=None | B=None
[EDGE] AB=1.19bps BA=-1.20bps | A=None | B=None
[EDGE] AB=0.61bps BA=-0.62bps | A=None | B=None
[EDGE] AB=0.61bps BA=-0.62bps | A=None | B=None
[EDGE] AB=0.61bps BA=-0.62bps | A=None | B=None
[EDGE] AB=-0.35bps BA=0.34bps | A=None | B=None
[EDGE] AB=-0.35bps BA=0.34bps | A=None | B=None
[EDGE] AB=-0.06bps BA=0.05bps | A=None | B=None
[EDGE] AB=-0.06bps BA=0.05bps | A=None | B=None
[EDGE] AB=0.46bps BA=-0.47bps | A=None | B=None
[EDGE] AB=0.25bps BA=-0.26bps | A=None | B=None
[EDGE] AB=-0.76bps BA=0.75bps | A=None | B=None
[EDGE] AB=0.04bps BA=-0.05bps | A=None | B=None
[EDGE] AB=0.04bps BA=-0.05bps | A=None | B=None
[EDGE] AB=-0.30bps BA=0.29bps | A=None | B=None
[EDGE] AB=-0.30bps BA=0.29bps | A=None | B=None
[EDGE] AB=0.03bps BA=-0.04bps | A=None | B=None
[EDGE] AB=0.08bps BA=-0.09bps | A=None | B=None
[EDGE] AB=1.07bps BA=-1.09bps | A=None | B=None
[EDGE] AB=0.18bps BA=-0.19bps | A=None | B=None
[EDGE] AB=0.18bps BA=-0.19bps | A=None | B=None
[EDGE] AB=0.18bps BA=-0.19bps | A=None | B=None
[EDGE] AB=0.30bps BA=-0.31bps | A=None | B=None
[EDGE] AB=0.10bps BA=-0.11bps | A=None | B=None
[EDGE] AB=0.10bps BA=-0.11bps | A=None | B=None
[EDGE] AB=0.10bps BA=-0.11bps | A=None | B=None
[EDGE] AB=0.10bps BA=-0.11bps | A=None | B=None
[EDGE] AB=0.10bps BA=-0.11bps | A=None | B=None
[EDGE] AB=0.10bps BA=-0.11bps | A=None | B=None
[EDGE] AB=0.10bps BA=-0.11bps | A=None | B=None
[EDGE] AB=0.10bps BA=-0.11bps | A=None | B=None
[EDGE] AB=0.10bps BA=-0.11bps | A=None | B=None
[EDGE] AB=-0.90bps BA=0.89bps | A=None | B=None
[EDGE] AB=0.84bps BA=-0.85bps | A=None | B=None
[EDGE] AB=0.36bps BA=-0.37bps | A=None | B=None
[EDGE] AB=0.36bps BA=-0.37bps | A=None | B=None
[EDGE] AB=0.36bps BA=-0.37bps | A=None | B=None
[EDGE] AB=0.36bps BA=-0.37bps | A=None | B=None
[EDGE] AB=0.36bps BA=-0.37bps | A=None | B=None
[EDGE] AB=0.57bps BA=-0.58bps | A=None | B=None
[EDGE] AB=0.30bps BA=-0.31bps | A=None | B=None
[EDGE] AB=-1.48bps BA=1.42bps | A=None | B=None
[EDGE] AB=-1.48bps BA=1.42bps | A=None | B=None
[EDGE] AB=-2.47bps BA=2.41bps | A=None | B=None
[EDGE] AB=-1.05bps BA=0.99bps | A=None | B=None
[EDGE] AB=-5.96bps BA=4.65bps | A=None | B=None
[EDGE] AB=-3.20bps BA=0.90bps | A=None | B=None
[EDGE] AB=-3.20bps BA=0.90bps | A=None | B=None
[EDGE] AB=-1.42bps BA=1.37bps | A=None | B=None
[EDGE] AB=-1.45bps BA=1.40bps | A=None | B=None
[EDGE] AB=-1.45bps BA=1.40bps | A=None | B=None
[EDGE] AB=-1.45bps BA=1.40bps | A=None | B=None
[EDGE] AB=-1.45bps BA=1.40bps | A=None | B=None
[EDGE] AB=-0.73bps BA=0.67bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.70bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.99bps | A=None | B=None
[EDGE] AB=-1.75bps BA=1.25bps | A=None | B=None
[EDGE] AB=-1.75bps BA=1.25bps | A=None | B=None
[EDGE] AB=-1.75bps BA=1.25bps | A=None | B=None
[EDGE] AB=-1.31bps BA=1.22bps | A=None | B=None
[EDGE] AB=-1.31bps BA=0.90bps | A=None | B=None
[EDGE] AB=-1.92bps BA=1.13bps | A=None | B=None
[EDGE] AB=-1.92bps BA=1.13bps | A=None | B=None
[EDGE] AB=-2.36bps BA=0.41bps | A=None | B=None
[EDGE] AB=-1.02bps BA=-0.93bps | A=None | B=None
[EDGE] AB=-1.19bps BA=1.13bps | A=None | B=None
[EDGE] AB=-0.67bps BA=0.61bps | A=None | B=None
[EDGE] AB=-0.67bps BA=0.61bps | A=None | B=None
[EDGE] AB=-2.01bps BA=0.93bps | A=None | B=None
[EDGE] AB=-0.99bps BA=0.93bps | A=None | B=None
[EDGE] AB=-0.99bps BA=0.93bps | A=None | B=None
[EDGE] AB=-2.01bps BA=0.93bps | A=None | B=None
[EDGE] AB=-2.74bps BA=0.96bps | A=None | B=None
[EDGE] AB=-1.66bps BA=0.96bps | A=None | B=None
[EDGE] AB=-2.74bps BA=0.96bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.20bps | A=None | B=None
[EDGE] AB=-1.46bps BA=0.20bps | A=None | B=None
[EDGE] AB=-1.34bps BA=0.20bps | A=None | B=None
[EDGE] AB=-1.54bps BA=0.41bps | A=None | B=None
[EDGE] AB=-2.18bps BA=0.41bps | A=None | B=None
[EDGE] AB=-2.18bps BA=0.47bps | A=None | B=None
[EDGE] AB=-2.18bps BA=0.47bps | A=None | B=None
[EDGE] AB=-2.18bps BA=0.47bps | A=None | B=None
[EDGE] AB=-2.18bps BA=0.47bps | A=None | B=None
[EDGE] AB=-2.07bps BA=-1.63bps | A=None | B=None
[EDGE] AB=-1.66bps BA=-0.44bps | A=None | B=None
[EDGE] AB=-1.66bps BA=0.55bps | A=None | B=None
[EDGE] AB=-1.60bps BA=0.55bps | A=None | B=None
[EDGE] AB=-1.60bps BA=0.55bps | A=None | B=None
[EDGE] AB=-0.90bps BA=-0.47bps | A=None | B=None
[EDGE] AB=-0.90bps BA=0.55bps | A=None | B=None
[EDGE] AB=-1.80bps BA=-0.58bps | A=None | B=None
[EDGE] AB=-2.50bps BA=0.17bps | A=None | B=None
[EDGE] AB=-2.24bps BA=0.17bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.17bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.17bps | A=None | B=None
[EDGE] AB=-1.08bps BA=0.17bps | A=None | B=None
[EDGE] AB=-1.08bps BA=0.17bps | A=None | B=None
[EDGE] AB=-1.08bps BA=0.17bps | A=None | B=None
[EDGE] AB=-0.96bps BA=0.06bps | A=None | B=None
[EDGE] AB=-0.96bps BA=0.06bps | A=None | B=None
[EDGE] AB=-1.83bps BA=1.08bps | A=None | B=None
[EDGE] AB=-2.85bps BA=1.31bps | A=None | B=None
[EDGE] AB=-1.86bps BA=0.15bps | A=None | B=None
[EDGE] AB=-1.86bps BA=0.15bps | A=None | B=None
[EDGE] AB=-1.60bps BA=0.15bps | A=None | B=None
[EDGE] AB=-2.36bps BA=0.96bps | A=None | B=None
[EDGE] AB=-1.98bps BA=0.64bps | A=None | B=None
[EDGE] AB=-1.83bps BA=0.64bps | A=None | B=None
[EDGE] AB=-1.83bps BA=0.64bps | A=None | B=None
[EDGE] AB=-1.83bps BA=0.64bps | A=None | B=None
[EDGE] AB=-1.72bps BA=0.64bps | A=None | B=None
[EDGE] AB=-1.02bps BA=0.96bps | A=None | B=None
[EDGE] AB=-1.02bps BA=0.96bps | A=None | B=None
[EDGE] AB=-1.02bps BA=0.96bps | A=None | B=None
[EDGE] AB=-1.54bps BA=0.47bps | A=None | B=None
[EDGE] AB=-1.66bps BA=1.48bps | A=None | B=None
[EDGE] AB=-2.24bps BA=0.93bps | A=None | B=None
[EDGE] AB=-2.24bps BA=0.93bps | A=None | B=None
[EDGE] AB=-1.66bps BA=1.57bps | A=None | B=None
[EDGE] AB=-1.66bps BA=1.57bps | A=None | B=None
[EDGE] AB=-0.93bps BA=0.84bps | A=None | B=None
[EDGE] AB=-1.86bps BA=0.84bps | A=None | B=None
[EDGE] AB=-1.16bps BA=1.08bps | A=None | B=None
[EDGE] AB=-0.26bps BA=0.20bps | A=None | B=None
[EDGE] AB=-0.26bps BA=0.20bps | A=None | B=None
[EDGE] AB=0.64bps BA=-0.70bps | A=None | B=None
[EDGE] AB=0.64bps BA=-0.70bps | A=None | B=None
[EDGE] AB=0.00bps BA=-0.06bps | A=None | B=None
[EDGE] AB=0.00bps BA=-0.06bps | A=None | B=None
[EDGE] AB=0.00bps BA=-0.06bps | A=None | B=None
[EDGE] AB=0.00bps BA=-0.06bps | A=None | B=None
[EDGE] AB=-0.20bps BA=0.15bps | A=None | B=None
[EDGE] AB=-1.08bps BA=1.02bps | A=None | B=None
[EDGE] AB=-5.07bps BA=4.17bps | A=None | B=None
[EDGE] AB=-0.79bps BA=0.73bps | A=None | B=None
[EDGE] AB=-1.66bps BA=0.73bps | A=None | B=None
[EDGE] AB=-0.32bps BA=0.26bps | A=None | B=None
[EDGE] AB=-9.91bps BA=5.39bps | A=None | B=None
[EDGE] AB=-0.96bps BA=-3.06bps | A=None | B=None
[EDGE] AB=-2.36bps BA=2.04bps | A=None | B=None
[EDGE] AB=-0.32bps BA=-0.32bps | A=None | B=None
[EDGE] AB=-4.72bps BA=1.63bps | A=None | B=None
[EDGE] AB=-3.73bps BA=0.99bps | A=None | B=None
[EDGE] AB=-2.22bps BA=0.52bps | A=None | B=None
[EDGE] AB=-1.78bps BA=0.09bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.09bps | A=None | B=None
[EDGE] AB=-1.72bps BA=0.09bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.09bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.09bps | A=None | B=None
[EDGE] AB=-0.76bps BA=0.09bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.09bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.61bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.29bps | A=None | B=None
[EDGE] AB=-2.16bps BA=-0.35bps | A=None | B=None
[EDGE] AB=-0.12bps BA=-1.57bps | A=None | B=None
[EDGE] AB=-1.52bps BA=0.90bps | A=None | B=None
[EDGE] AB=-1.57bps BA=0.90bps | A=None | B=None
[EDGE] AB=-1.57bps BA=0.90bps | A=None | B=None
[EDGE] AB=-1.57bps BA=0.90bps | A=None | B=None
[EDGE] AB=-2.86bps BA=1.14bps | A=None | B=None
[EDGE] AB=-1.72bps BA=1.14bps | A=None | B=None
[EDGE] AB=-1.72bps BA=1.66bps | A=None | B=None
[EDGE] AB=-1.72bps BA=1.66bps | A=None | B=None
[EDGE] AB=-1.31bps BA=1.25bps | A=None | B=None
[EDGE] AB=-0.79bps BA=0.23bps | A=None | B=None
[EDGE] AB=-1.46bps BA=1.22bps | A=None | B=None
[EDGE] AB=-0.93bps BA=0.87bps | A=None | B=None
[EDGE] AB=-0.93bps BA=0.87bps | A=None | B=None
[EDGE] AB=-0.61bps BA=0.44bps | A=None | B=None
[EDGE] AB=0.64bps BA=-0.70bps | A=None | B=None
[EDGE] AB=-0.73bps BA=0.67bps | A=None | B=None
[EDGE] AB=-0.87bps BA=-1.19bps | A=None | B=None
[EDGE] AB=-0.87bps BA=-0.15bps | A=None | B=None
[EDGE] AB=-0.87bps BA=-0.03bps | A=None | B=None
[EDGE] AB=-2.18bps BA=0.12bps | A=None | B=None
[EDGE] AB=-2.19bps BA=0.67bps | A=None | B=None
[EDGE] AB=-2.19bps BA=0.67bps | A=None | B=None
[EDGE] AB=-3.50bps BA=2.27bps | A=None | B=None
[EDGE] AB=-1.60bps BA=0.47bps | A=None | B=None
[EDGE] AB=-3.35bps BA=1.89bps | A=None | B=None
[EDGE] AB=-1.34bps BA=0.06bps | A=None | B=None
[EDGE] AB=-0.82bps BA=-1.28bps | A=None | B=None
[EDGE] AB=-1.89bps BA=0.23bps | A=None | B=None
[EDGE] AB=-1.05bps BA=0.55bps | A=None | B=None
[EDGE] AB=-0.64bps BA=0.55bps | A=None | B=None
[EDGE] AB=-1.22bps BA=-1.22bps | A=None | B=None
[EDGE] AB=-0.06bps BA=-1.54bps | A=None | B=None
[EDGE] AB=-1.43bps BA=-1.11bps | A=None | B=None
[EDGE] AB=-2.77bps BA=0.23bps | A=None | B=None
[EDGE] AB=-1.60bps BA=0.90bps | A=None | B=None
[EDGE] AB=-1.72bps BA=0.90bps | A=None | B=None
[EDGE] AB=-0.96bps BA=0.90bps | A=None | B=None
[EDGE] AB=-2.59bps BA=-0.17bps | A=None | B=None
[EDGE] AB=-2.74bps BA=0.96bps | A=None | B=None
[EDGE] AB=-1.81bps BA=1.75bps | A=None | B=None
[EDGE] AB=-1.81bps BA=1.54bps | A=None | B=None
[EDGE] AB=-1.78bps BA=0.55bps | A=None | B=None
[EDGE] AB=-1.69bps BA=1.49bps | A=None | B=None
[EDGE] AB=-2.80bps BA=0.61bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.61bps | A=None | B=None
[EDGE] AB=-3.73bps BA=1.63bps | A=None | B=None
[EDGE] AB=-4.40bps BA=2.83bps | A=None | B=None
[EDGE] AB=-2.36bps BA=1.60bps | A=None | B=None
[EDGE] AB=-1.28bps BA=-0.41bps | A=None | B=None
[EDGE] AB=-1.25bps BA=-1.37bps | A=None | B=None
[EDGE] AB=-3.09bps BA=0.47bps | A=None | B=None
[EDGE] AB=-3.09bps BA=1.52bps | A=None | B=None
[EDGE] AB=-1.87bps BA=-0.38bps | A=None | B=None
[EDGE] AB=-3.58bps BA=2.04bps | A=None | B=None
[EDGE] AB=-3.58bps BA=2.04bps | A=None | B=None
[BOOT] M2M post-only binance ↔ kucoin ETH/USDC
[SNAP] {'binance': {'USDC': 24.987513305446793, 'BTC': 0.002205411651549825}, 'kucoin': {'USDC': 249.96999800029994, 'BTC': 7.099926369351147e-05}}
[EDGE] AB=-3.68bps BA=1.46bps | A=None | B=None
[EDGE] AB=-1.72bps BA=1.28bps | A=None | B=None
[EDGE] AB=-2.01bps BA=1.14bps | A=None | B=None
[EDGE] AB=-2.01bps BA=1.95bps | A=None | B=None
[EDGE] AB=-1.87bps BA=1.20bps | A=None | B=None
[EDGE] AB=-3.03bps BA=2.01bps | A=None | B=None
[EDGE] AB=-3.03bps BA=1.81bps | A=None | B=None
[EDGE] AB=-3.03bps BA=1.11bps | A=None | B=None
[EDGE] AB=-3.33bps BA=1.11bps | A=None | B=None
[EDGE] AB=-2.01bps BA=0.76bps | A=None | B=None
[EDGE] AB=-2.22bps BA=2.10bps | A=None | B=None
[EDGE] AB=-1.66bps BA=1.58bps | A=None | B=None
[EDGE] AB=-1.66bps BA=1.58bps | A=None | B=None
[EDGE] AB=-1.69bps BA=1.58bps | A=None | B=None
[EDGE] AB=-2.45bps BA=1.08bps | A=None | B=None
[EDGE] AB=-3.18bps BA=2.57bps | A=None | B=None
[EDGE] AB=-2.19bps BA=1.58bps | A=None | B=None
[EDGE] AB=-1.52bps BA=1.11bps | A=None | B=None
[EDGE] AB=-1.52bps BA=0.93bps | A=None | B=None
[EDGE] AB=-1.52bps BA=1.46bps | A=None | B=None
[EDGE] AB=-2.30bps BA=1.46bps | A=None | B=None
[EDGE] AB=-2.13bps BA=-0.26bps | A=None | B=None
[EDGE] AB=-2.16bps BA=0.15bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.12bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.73bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.82bps | A=None | B=None
[EDGE] AB=-4.79bps BA=3.47bps | A=None | B=None
[EDGE] AB=-3.58bps BA=1.05bps | A=None | B=None
[EDGE] AB=-2.54bps BA=-0.23bps | A=None | B=None
[EDGE] AB=-1.37bps BA=1.31bps | A=None | B=None
[EDGE] AB=-2.86bps BA=0.09bps | A=None | B=None
[EDGE] AB=-1.28bps BA=1.14bps | A=None | B=None
[EDGE] AB=-1.43bps BA=0.90bps | A=None | B=None
[EDGE] AB=-1.02bps BA=0.96bps | A=None | B=None
[EDGE] AB=-2.01bps BA=1.95bps | A=None | B=None
[EDGE] AB=-3.50bps BA=2.13bps | A=None | B=None
[EDGE] AB=-1.55bps BA=1.49bps | A=None | B=None
[EDGE] AB=-1.02bps BA=0.96bps | A=None | B=None
[EDGE] AB=-1.02bps BA=0.96bps | A=None | B=None
[EDGE] AB=-1.37bps BA=1.31bps | A=None | B=None
[EDGE] AB=-1.34bps BA=1.28bps | A=None | B=None
[EDGE] AB=-1.34bps BA=1.28bps | A=None | B=None
[EDGE] AB=-1.34bps BA=0.32bps | A=None | B=None
[EDGE] AB=-1.34bps BA=0.32bps | A=None | B=None
[EDGE] AB=-2.39bps BA=1.34bps | A=None | B=None
[EDGE] AB=-2.36bps BA=0.96bps | A=None | B=None
[EDGE] AB=-1.43bps BA=1.11bps | A=None | B=None
[EDGE] AB=-1.43bps BA=1.37bps | A=None | B=None
[EDGE] AB=-0.90bps BA=0.41bps | A=None | B=None
[EDGE] AB=-1.34bps BA=-1.46bps | A=None | B=None
[EDGE] AB=-1.34bps BA=1.23bps | A=None | B=None
[EDGE] AB=-1.08bps BA=1.02bps | A=None | B=None
[EDGE] AB=-1.78bps BA=1.63bps | A=None | B=None
[EDGE] AB=-1.78bps BA=1.66bps | A=None | B=None
[EDGE] AB=-1.78bps BA=1.66bps | A=None | B=None
[EDGE] AB=-1.78bps BA=1.66bps | A=None | B=None
[EDGE] AB=-0.79bps BA=0.73bps | A=None | B=None
[EDGE] AB=-0.79bps BA=0.73bps | A=None | B=None
[EDGE] AB=-0.79bps BA=0.73bps | A=None | B=None
[EDGE] AB=-0.79bps BA=0.73bps | A=None | B=None
[EDGE] AB=-0.79bps BA=0.73bps | A=None | B=None
[EDGE] AB=-0.79bps BA=0.73bps | A=None | B=None
[EDGE] AB=-0.79bps BA=0.73bps | A=None | B=None
[EDGE] AB=-0.79bps BA=0.73bps | A=None | B=None
[EDGE] AB=-0.79bps BA=0.73bps | A=None | B=None
[EDGE] AB=-3.68bps BA=2.07bps | A=None | B=None
[EDGE] AB=-1.72bps BA=1.28bps | A=None | B=None
[EDGE] AB=-2.01bps BA=1.14bps | A=None | B=None
[EDGE] AB=-2.01bps BA=1.95bps | A=None | B=None
[EDGE] AB=-1.87bps BA=1.20bps | A=None | B=None
[EDGE] AB=-3.03bps BA=2.01bps | A=None | B=None
[EDGE] AB=-3.03bps BA=1.81bps | A=None | B=None
[EDGE] AB=-3.03bps BA=1.11bps | A=None | B=None
[EDGE] AB=-3.33bps BA=1.11bps | A=None | B=None
[EDGE] AB=-2.01bps BA=0.76bps | A=None | B=None
[EDGE] AB=-2.22bps BA=2.10bps | A=None | B=None
[EDGE] AB=-1.66bps BA=1.58bps | A=None | B=None
[EDGE] AB=-1.66bps BA=1.58bps | A=None | B=None
[EDGE] AB=-1.69bps BA=1.58bps | A=None | B=None
[EDGE] AB=-2.45bps BA=1.08bps | A=None | B=None
[EDGE] AB=-3.18bps BA=2.57bps | A=None | B=None
[EDGE] AB=-2.19bps BA=1.58bps | A=None | B=None
[EDGE] AB=-2.19bps BA=1.11bps | A=None | B=None
[EDGE] AB=-1.52bps BA=0.93bps | A=None | B=None
[EDGE] AB=-1.52bps BA=1.46bps | A=None | B=None
[EDGE] AB=-1.69bps BA=1.46bps | A=None | B=None
[EDGE] AB=-2.98bps BA=-0.35bps | A=None | B=None
[EDGE] AB=-2.16bps BA=0.15bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.12bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.73bps | A=None | B=None
[EDGE] AB=-1.75bps BA=0.82bps | A=None | B=None
[EDGE] AB=-5.37bps BA=2.71bps | A=None | B=None
Traceback (most recent call last):
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 584, in fetch
Traceback (most recent call last):
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 584, in fetch
    response.raise_for_status()
    response.raise_for_status()
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/requests/models.py", line 1026, in raise_for_status
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/requests/models.py", line 1026, in raise_for_status
    raise HTTPError(http_error_msg, response=self)
    raise HTTPError(http_error_msg, response=self)
requests.exceptions.HTTPError: 429 Client Error: Too Many Requests for url: https://api.kucoin.com/api/v1/market/stats?symbol=ETH-USDC
requests.exceptions.HTTPError: 429 Client Error: Too Many Requests for url: https://api.kucoin.com/api/v1/market/stats?symbol=ETH-USDC

During handling of the above exception, another exception occurred:


During handling of the above exception, another exception occurred:

Traceback (most recent call last):
Traceback (most recent call last):
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/src/main_cross_m2m.py", line 182, in <module>
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/src/main_cross_m2m.py", line 182, in <module>
    asyncio.run(loop())
  File "/Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/asyncio/runners.py", line 44, in run
    asyncio.run(loop())
  File "/Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/asyncio/runners.py", line 44, in run
    return loop.run_until_complete(main)
  File "/Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/asyncio/base_events.py", line 649, in run_until_complete
    return loop.run_until_complete(main)
  File "/Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/asyncio/base_events.py", line 649, in run_until_complete
    return future.result()
    return future.result()
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/src/main_cross_m2m.py", line 74, in loop
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/src/main_cross_m2m.py", line 74, in loop
    ta, tb = await asyncio.gather(
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/src/main_cross_m2m.py", line 43, in fetch_ticker
    ta, tb = await asyncio.gather(
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/src/main_cross_m2m.py", line 43, in fetch_ticker
    return await asyncio.to_thread(exchange.fetch_ticker, pair)
    return await asyncio.to_thread(exchange.fetch_ticker, pair)
  File "/Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/asyncio/threads.py", line 25, in to_thread
  File "/Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/asyncio/threads.py", line 25, in to_thread
    return await loop.run_in_executor(None, func_call)
    return await loop.run_in_executor(None, func_call)
  File "/Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/concurrent/futures/thread.py", line 58, in run
  File "/Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/concurrent/futures/thread.py", line 58, in run
    result = self.fn(*self.args, **self.kwargs)
    result = self.fn(*self.args, **self.kwargs)
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/kucoin.py", line 1874, in fetch_ticker
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/kucoin.py", line 1874, in fetch_ticker
    response = self.publicGetMarketStats(self.extend(request, params))
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/types.py", line 35, in unbound_method
    response = self.publicGetMarketStats(self.extend(request, params))
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/types.py", line 35, in unbound_method
    return _self.request(self.path, self.api, self.method, params, config=self.config)
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 4724, in request
    return _self.request(self.path, self.api, self.method, params, config=self.config)
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 4724, in request
    return self.fetch2(path, api, method, params, headers, body, config)
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 4720, in fetch2
    return self.fetch2(path, api, method, params, headers, body, config)
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 4720, in fetch2
    raise e
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 4709, in fetch2
    raise e
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 4709, in fetch2
    return self.fetch(request['url'], request['method'], request['headers'], request['body'])
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 600, in fetch
    return self.fetch(request['url'], request['method'], request['headers'], request['body'])
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/base/exchange.py", line 600, in fetch
    skip_further_error_handling = self.handle_errors(http_status_code, http_status_text, url, method, headers, http_response, json_response, request_headers, request_body)
  File "/Users/JV/Desktop/COPIJASSS/ARBI_SYSTEM/venv/lib/python3.10/site-packages/ccxt/kucoin.py", line 4956, in handle_errors
